Latitude,Longitude,geometry,dateval,loc_id,loc_name,ENG_ELEC_KWH_COST,ENG_HEAT_KWH_COST,NONENG_HEAT_KWH_COST,NONENG_ELEC_KWH_COST,heat_kwh_min,heat_kwh_max,elec_kwh_max,water_heater_max_kwh,heat_needed_cumulative,elec_needed_cumulative,heat_produced_cumulative,elec_produced_cumulative,unmet_heat_needed_cumulative,unmet_elec_needed_cumulative,wasted_heat_cumulative,ENG_cost_cumulative,savings_cumulative,NOENG_savings_cumulative,ON_HRS_cumulative,Cycle_ON_cumulative,Cycle_OFF_cumulative,Site Name,State_y,TZ,Elev,Class,Pool,ON_PCT,TOTAL_SAVINGS
31.866999999999997,-86.01700000000001,"POLYGON ((-85.81934073913422 32.29539388071395, -85.16637044476558 31.92712515705783, -85.50161931172256 31.70131376666647, -86.96912537916609 31.16264170607472, -87.32024374130272 31.59256623731683, -85.81934073913422 32.29539388071395))",12/31,722267,AL_Troy.Air.Field,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,10,6,12,0.0,27429.868100379448,53545.55094481692,14307.330566890145,0.0,13122.537533489292,29688.0,1297.6378091720862,245.53449514718872,0.0,2970,278,279,TROY AF,AL,-6,120,II,12,0.339041095890411,245.53449514718872
31.866999999999997,-86.01700000000001,"POLYGON ((-85.81934073913422 32.29539388071395, -85.16637044476558 31.92712515705783, -85.50161931172256 31.70131376666647, -86.96912537916609 31.16264170607472, -87.32024374130272 31.59256623731683, -85.81934073913422 32.29539388071395))",12/31,722267,AL_Troy.Air.Field,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,16,6,12,0.0,27429.868100379448,53545.55094481692,14307.330566890145,0.0,13122.537533489292,29688.0,1297.6378091720862,245.53449514718872,0.0,2970,278,279,TROY AF,AL,-6,120,II,12,0.339041095890411,245.53449514718872
32.616,-85.43299999999999,"POLYGON ((-85.16637044476558 31.92712515705783, -85.81934073913422 32.29539388071395, -86.05947325981401 32.97306336681843, -85.25211808698695 33.21971234424308, -85.23384629248849 33.1292372853867, -85.23350288351109 33.12013940817719, -85.18071974773159 32.87181301525829, -85.16230133955111 32.80744577100467, -85.12808979649658 32.77707036887438, -85.13330071301928 32.75631518408317, -85.1248851468132 32.74438321148429, -85.1138678263345 32.73438912439267, -85.10773329559278 32.68997239278568, -85.09047493526738 32.67615231836168, -85.10380370018149 32.64591036343678, -85.08632403299968 32.62845126245866, -85.0841494030323 32.60300434122797, -85.070774428915 32.58125384542706, -84.9956521998385 32.51892845738778, -84.98981502428309 32.45483618897546, -84.9653850681507 32.42945018929517, -84.97096187660379 32.39681281558696, -84.98448894738078 32.38709334170825, -84.97166351051389 32.37150317506077, -85.00208999142708 32.34707850294016, -85.00533245805939 32.32959251566557, -84.92107090854178 32.29313697703486, -84.89460349953821 32.26873540951595, -84.89401588631898 32.25917611372716, -84.90536097095499 32.24955579278005, -84.9236796045556 32.24738898522256, -84.9160041108569 32.22855635194286, -84.9283716518193 32.21797843332676, -84.97574380387579 32.21224869934915, -84.9603852530887 32.19192846127296, -85.0078260973015 32.17887855750316, -85.0243823574805 32.16627510094516, -85.0533136702076 32.12663765460434, -85.04618724752279 32.09089499136026, -85.05665492714299 32.06964393830354, -85.06201073956402 32.05001031096606, -85.0567002556775 32.01737651173655, -85.07006709656061 31.98070308531615, -85.10303349988615 31.92712515705783, -85.16637044476558 31.92712515705783))",12/31,722284,AL_Auburn-Opelika.AP,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,10,6,12,17271.325897585,18738.00010090151,32467.25984439719,6142.355906638311,1260.422608766756,12595.644194263203,9270.96798334334,711.2616748048599,244.04333997487223,344.8031180281106,2223,981,980,AUBURN-OPELIKA APT,AL,-6,236,III,12,0.25376712328767126,588.8464580029828
32.616,-85.43299999999999,"POLYGON ((-85.16637044476558 31.92712515705783, -85.81934073913422 32.29539388071395, -86.05947325981401 32.97306336681843, -85.25211808698695 33.21971234424308, -85.23384629248849 33.1292372853867, -85.23350288351109 33.12013940817719, -85.18071974773159 32.87181301525829, -85.16230133955111 32.80744577100467, -85.12808979649658 32.77707036887438, -85.13330071301928 32.75631518408317, -85.1248851468132 32.74438321148429, -85.1138678263345 32.73438912439267, -85.10773329559278 32.68997239278568, -85.09047493526738 32.67615231836168, -85.10380370018149 32.64591036343678, -85.08632403299968 32.62845126245866, -85.0841494030323 32.60300434122797, -85.070774428915 32.58125384542706, -84.9956521998385 32.51892845738778, -84.98981502428309 32.45483618897546, -84.9653850681507 32.42945018929517, -84.97096187660379 32.39681281558696, -84.98448894738078 32.38709334170825, -84.97166351051389 32.37150317506077, -85.00208999142708 32.34707850294016, -85.00533245805939 32.32959251566557, -84.92107090854178 32.29313697703486, -84.89460349953821 32.26873540951595, -84.89401588631898 32.25917611372716, -84.90536097095499 32.24955579278005, -84.9236796045556 32.24738898522256, -84.9160041108569 32.22855635194286, -84.9283716518193 32.21797843332676, -84.97574380387579 32.21224869934915, -84.9603852530887 32.19192846127296, -85.0078260973015 32.17887855750316, -85.0243823574805 32.16627510094516, -85.0533136702076 32.12663765460434, -85.04618724752279 32.09089499136026, -85.05665492714299 32.06964393830354, -85.06201073956402 32.05001031096606, -85.0567002556775 32.01737651173655, -85.07006709656061 31.98070308531615, -85.10303349988615 31.92712515705783, -85.16637044476558 31.92712515705783))",12/31,722284,AL_Auburn-Opelika.AP,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,16,6,12,17271.325897585,18738.00010090151,32623.76734004002,6142.355906638311,1103.9151131239296,12595.644194263203,9270.96798334334,706.5932127173302,248.71180206240209,344.8031180281106,2223,981,980,AUBURN-OPELIKA APT,AL,-6,236,III,12,0.25376712328767126,593.5149200905126
32.383,-86.35,"POLYGON ((-85.81934073913422 32.29539388071395, -87.32024374130272 31.59256623731683, -87.71127979483281 31.87347155885013, -87.78214716185296 31.93134010947244, -86.89817253255731 32.89339954868813, -86.28647352590346 33.04022824858013, -86.05947325981401 32.97306336681843, -85.81934073913422 32.29539388071395))",12/31,722265,AL_Maxwell.AFB,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,10,6,12,0.0,29491.191534963156,58150.05796304387,15744.03477782634,0.0,13747.156757136818,31898.0,1499.6158161607814,286.87415622523343,0.0,3191,260,260,MAXWELL AFB,AL,-6,53,II,12,0.36426940639269406,286.87415622523343
32.383,-86.35,"POLYGON ((-85.81934073913422 32.29539388071395, -87.32024374130272 31.59256623731683, -87.71127979483281 31.87347155885013, -87.78214716185296 31.93134010947244, -86.89817253255731 32.89339954868813, -86.28647352590346 33.04022824858013, -86.05947325981401 32.97306336681843, -85.81934073913422 32.29539388071395))",12/31,722265,AL_Maxwell.AFB,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,16,6,12,0.0,29491.191534963156,58150.05796304387,15744.03477782634,0.0,13747.156757136818,31898.0,1499.6158161607814,286.87415622523343,0.0,3191,260,260,MAXWELL AFB,AL,-6,53,II,12,0.36426940639269406,286.87415622523343
30.633000000000003,-88.06700000000001,"POLYGON ((-87.32024374130272 31.59256623731683, -86.96912537916609 31.16264170607472, -86.90992869619771 30.99988125331577, -87.16311761675141 31.0031572349091, -87.59858024827 31.0026307504563, -87.58986722326949 30.95436104161251, -87.62571157784291 30.87690198412109, -87.61591517496569 30.848296415194, -87.541900153624 30.7856953260569, -87.5266028870155 30.74849168529269, -87.4601404801909 30.70580261840099, -87.4188942594055 30.6928101653109, -87.39864494105939 30.66801535332858, -87.3932809436002 30.62009827458119, -87.4220673604289 30.55649358578799, -87.4453529653304 30.5313897109065, -87.41881665695449 30.48170077859828, -87.4052508367559 30.44036006724488, -87.46644036942651 30.35972143322529, -87.58756836721548 30.3192543451929, -87.5934048175144 30.27841535596149, -87.79533064313618 30.23393164173157, -88.0025605289436 30.23360429200649, -87.7799416833778 30.27263827309188, -87.75750297091309 30.29942225658037, -87.90346577340279 30.42129607712508, -87.91338515906969 30.62118439807199, -88.0197888429262 30.7441900332702, -88.13568116186168 30.33715854647787, -88.25922407228744 30.38208251600777, -87.71127979483281 31.87347155885013, -87.32024374130272 31.59256623731683))",12/31,722235,AL_Mobile-Downtown.AP,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,10,6,12,0.0,26015.679224433083,49757.88841585996,12970.73304951598,0.0,13044.946174917097,28128.0,1138.7838602900936,196.3614490699908,0.0,2814,295,294,MOBILE DOWNTOWN AP,AL,-6,8,II,12,0.32123287671232875,196.3614490699908
30.633000000000003,-88.06700000000001,"POLYGON ((-87.32024374130272 31.59256623731683, -86.96912537916609 31.16264170607472, -86.90992869619771 30.99988125331577, -87.16311761675141 31.0031572349091, -87.59858024827 31.0026307504563, -87.58986722326949 30.95436104161251, -87.62571157784291 30.87690198412109, -87.61591517496569 30.848296415194, -87.541900153624 30.7856953260569, -87.5266028870155 30.74849168529269, -87.4601404801909 30.70580261840099, -87.4188942594055 30.6928101653109, -87.39864494105939 30.66801535332858, -87.3932809436002 30.62009827458119, -87.4220673604289 30.55649358578799, -87.4453529653304 30.5313897109065, -87.41881665695449 30.48170077859828, -87.4052508367559 30.44036006724488, -87.46644036942651 30.35972143322529, -87.58756836721548 30.3192543451929, -87.5934048175144 30.27841535596149, -87.79533064313618 30.23393164173157, -88.0025605289436 30.23360429200649, -87.7799416833778 30.27263827309188, -87.75750297091309 30.29942225658037, -87.90346577340279 30.42129607712508, -87.91338515906969 30.62118439807199, -88.0197888429262 30.7441900332702, -88.13568116186168 30.33715854647787, -88.25922407228744 30.38208251600777, -87.71127979483281 31.87347155885013, -87.32024374130272 31.59256623731683))",12/31,722235,AL_Mobile-Downtown.AP,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,16,6,12,0.0,26015.679224433083,49757.88841585996,12970.73304951598,0.0,13044.946174917097,28128.0,1138.7838602900936,196.3614490699908,0.0,2814,295,294,MOBILE DOWNTOWN AP,AL,-6,8,II,12,0.32123287671232875,196.3614490699908
31.267,-85.71700000000001,"POLYGON ((-86.96912537916609 31.16264170607472, -85.50161931172256 31.70131376666647, -85.61562838043176 30.99918280095448, -86.03182178064699 30.99332762564272, -86.18147619079089 30.9952251039991, -86.38391974598279 30.99153831412061, -86.70185248107541 30.99809240577769, -86.7793616848769 30.99819181772941, -86.90992869619771 30.99988125331577, -86.96912537916609 31.16264170607472))",12/31,722269,AL_Fort.Rucker-Cairns.Field,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,10,6,12,0.0,27803.82210906316,49845.01138118433,13389.006828710575,0.0,14414.8152803526,27518.0,1289.4287024012285,235.47042338005602,0.0,2753,269,269,CAIRNS FIELD FORT RUCKER,AL,-6,91,II,12,0.3142694063926941,235.47042338005602
31.267,-85.71700000000001,"POLYGON ((-86.96912537916609 31.16264170607472, -85.50161931172256 31.70131376666647, -85.61562838043176 30.99918280095448, -86.03182178064699 30.99332762564272, -86.18147619079089 30.9952251039991, -86.38391974598279 30.99153831412061, -86.70185248107541 30.99809240577769, -86.7793616848769 30.99819181772941, -86.90992869619771 30.99988125331577, -86.96912537916609 31.16264170607472))",12/31,722269,AL_Fort.Rucker-Cairns.Field,0.03600000000000001,0.021600000000000005,0.051428999999999975,0.09800000000000002,10,16,6,12,0.0,27803.82210906316,49845.01138118433,13389.006828710575,0.0,14414.8152803526,27518.0,1289.4287024012285,235.47042338005602,0.0,2753,269,269,CAIRNS FIELD FORT RUCKER,AL,-6,91,II,12,0.3142694063926941,235.47042338005602
